id_municipio,nome_municipio,populacao
2608107,João Alfredo - PE,33563
2608206,Joaquim Nabuco - PE,16036
2608255,Jucati - PE,11361
2608305,Jupi - PE,14747
2608404,Jurema - PE,15323
2608453,Lagoa do Carro - PE,17886
2608503,Lagoa de Itaenga - PE,21397
2608602,Lagoa do Ouro - PE,13065
2608701,Lagoa dos Gatos - PE,16262
2608750,Lagoa Grande - PE,25349
2608800,Lajedo - PE,39982
2608909,Limoeiro - PE,56302
2609006,Macaparana - PE,25278
2609105,Machados - PE,15851
2609154,Manari - PE,21085
2609204,Maraial - PE,11473
2609303,Mirandiba - PE,15308
2609402,Moreno - PE,62263
2609501,Nazaré da Mata - PE,32366
2609600,Olinda - PE,391835
2609709,Orobó - PE,23833
2609808,Orocó - PE,14827
2609907,Ouricuri - PE,68939
2610004,Palmares - PE,62994
2610103,Palmeirina - PE,7789
2610202,Panelas - PE,26492
2610301,Paranatama - PE,11478
2610400,Parnamirim - PE,21914
2610509,Passira - PE,28972
2610608,Paudalho - PE,56074
2610707,Paulista - PE,329117
2610806,Pedra - PE,22566
2610905,Pesqueira - PE,67047
2611002,Petrolândia - PE,36187
2611101,Petrolina - PE,343865
2611200,Poção - PE,11299
2611309,Pombos - PE,27033
2611408,Primavera - PE,14831
2611507,Quipapá - PE,25896
2611533,Quixaba - PE,6822
2611606,Recife - PE,1637834
2611705,Riacho das Almas - PE,20443
2611804,Ribeirão - PE,47209
2611903,Rio Formoso - PE,23440
2612000,Sairé - PE,10103
2612109,Salgadinho - PE,10768
2612208,Salgueiro - PE,60604
2612307,Saloá - PE,15823
2612406,Sanharó - PE,26026
2612455,Santa Cruz - PE,15236
2612471,Santa Cruz da Baixa Verde - PE,12531
2612505,Santa Cruz do Capibaribe - PE,105936
2612554,Santa Filomena - PE,14390
2612604,Santa Maria da Boa Vista - PE,41759
2612703,Santa Maria do Cambucá - PE,14048
2612802,Santa Terezinha - PE,11764
2612901,São Benedito do Sul - PE,15717
2613008,São Bento do Una - PE,58956
2613107,São Caitano - PE,37119
2613206,São João - PE,22686
2613305,São Joaquim do Monte - PE,21314
2613404,São José da Coroa Grande - PE,21004
2613503,São José do Belmonte - PE,33895
2613602,São José do Egito - PE,33789
2613701,São Lourenço da Mata - PE,112362
2613800,São Vicente Férrer - PE,17950
2613909,Serra Talhada - PE,85774
2614006,Serrita - PE,19133
2614105,Sertânia - PE,35761
2614204,Sirinhaém - PE,45359
2614303,Moreilândia - PE,11270
2614402,Solidão - PE,5993
2614501,Surubim - PE,64520
2614600,Tabira - PE,28371
2614709,Tacaimbó - PE,12890
2614808,Tacaratu - PE,25417
2614857,Tamandaré - PE,23149
2615003,Taquaritinga do Norte - PE,28416
2615102,Terezinha - PE,7139
2615201,Terra Nova - PE,9983
2615300,Timbaúba - PE,50956
2615409,Toritama - PE,44254
2615508,Tracunhaém - PE,13724
2615607,Trindade - PE,30222
2615706,Triunfo - PE,15265
2615805,Tupanatinga - PE,27052
2615904,Tuparetama - PE,8192
2616001,Venturosa - PE,18298
2616100,Verdejante - PE,9514
2616183,Vertente do Lério - PE,7666
2616209,Vertentes - PE,20503
2616308,Vicência - PE,32513
2616407,Vitória de Santo Antão - PE,137915
2616506,Xexéu - PE,14691
2700102,Água Branca - AL,20162
2700201,Anadia - AL,17564
2700300,Arapiraca - AL,230417
2700409,Atalaia - AL,47000
2700508,Barra de Santo Antônio - AL,15792
2700607,Barra de São Miguel - AL,8264
2700706,Batalha - AL,18455
2700805,Belém - AL,4406
2700904,Belo Monte - AL,6696
2701001,Boca da Mata - AL,27168
2701100,Branquinha - AL,10529
2701209,Cacimbinhas - AL,10730
2701308,Cajueiro - AL,21194
2701357,Campestre - AL,6918
2701407,Campo Alegre - AL,56579
2701506,Campo Grande - AL,9549
2701605,Canapi - AL,17726
2701704,Capela - AL,17124
2701803,Carneiros - AL,9000
2701902,Chã Preta - AL,7319
2702009,Coité do Nóia - AL,10744
2702108,Colônia Leopoldina - AL,21575
2702207,Coqueiro Seco - AL,5826
2702306,Coruripe - AL,56562
2702355,Craíbas - AL,24129
2702405,Delmiro Gouveia - AL,51763
2702504,Dois Riachos - AL,11054
2702553,Estrela de Alagoas - AL,18153
2702603,Feira Grande - AL,22152
2702702,Feliz Deserto - AL,4729
2702801,Flexeiras - AL,12773
2702900,Girau do Ponciano - AL,40588
2703007,Ibateguara - AL,15606
2703106,Igaci - AL,25649
2703205,Igreja Nova - AL,24408
2703304,Inhapi - AL,18378
2703403,Jacaré dos Homens - AL,5288
2703502,Jacuípe - AL,7036
2703601,Japaratinga - AL,8317
2703700,Jaramataia - AL,5597
2703759,Jequiá da Praia - AL,11624
2703809,Joaquim Gomes - AL,23903
2703908,Jundiá - AL,4175
2704005,Junqueiro - AL,24731
2704104,Lagoa da Canoa - AL,17934
2704203,Limoeiro de Anadia - AL,28495
2704302,Maceió - AL,1012382
2704401,Major Isidoro - AL,19891
2704500,Maragogi - AL,32369
2704609,Maravilha - AL,9326
2704708,Marechal Deodoro - AL,51364
2704807,Maribondo - AL,13337
2704906,Mar Vermelho - AL,3534
2705002,Mata Grande - AL,25226
2705101,Matriz de Camaragibe - AL,24649
2705200,Messias - AL,17676
2705309,Minador do Negrão - AL,5337
2705408,Monteirópolis - AL,7153
2705507,Murici - AL,28137
2705606,Novo Lino - AL,12615
2705705,Olho d'Água das Flores - AL,21437
2705804,Olho d'Água do Casado - AL,9303
2705903,Olho d'Água Grande - AL,5117
2706000,Olivença - AL,11591
2706109,Ouro Branco - AL,11456
2706208,Palestina - AL,4985
2706307,Palmeira dos Índios - AL,73096
2706406,Pão de Açúcar - AL,24446
2706422,Pariconha - AL,10527
2706448,Paripueira - AL,13016
2706505,Passo de Camaragibe - AL,15232
2706604,Paulo Jacinto - AL,7568
2706703,Penedo - AL,63516
2706802,Piaçabuçu - AL,17805
2706901,Pilar - AL,35008
2707008,Pindoba - AL,2911
2707107,Piranhas - AL,24891
2707206,Poço das Trincheiras - AL,14354
2707305,Porto Calvo - AL,27079
2707404,Porto de Pedras - AL,7873
2707503,Porto Real do Colégio - AL,20018
2707602,Quebrangulo - AL,11342
2707701,Rio Largo - AL,74838
2707800,Roteiro - AL,6680
2707909,Santa Luzia do Norte - AL,7272
2708006,Santana do Ipanema - AL,47486
2708105,Santana do Mundaú - AL,10755
2708204,São Brás - AL,6953
2708303,São José da Laje - AL,23855
2708402,São José da Tapera - AL,32111
2708501,São Luís do Quitunde - AL,34415
2708600,São Miguel dos Campos - AL,60775
2708709,São Miguel dos Milagres - AL,7888
2708808,São Sebastião - AL,34011
2708907,Satuba - AL,13716
2708956,Senador Rui Palmeira - AL,13818
2709004,Tanque d'Arca - AL,6187
2709103,Taquarana - AL,19886
2709152,Teotônio Vilela - AL,43960
2709202,Traipu - AL,27632
2709301,União dos Palmares - AL,65461
2709400,Viçosa - AL,25773
2800100,Amparo do São Francisco - SE,2368
2800209,Aquidabã - SE,21443
2800308,Aracaju - SE,648939
2800407,Arauá - SE,10168
2800506,Areia Branca - SE,18396
2800605,Barra dos Coqueiros - SE,29873
2800670,Boquim - SE,26731
2800704,Brejo Grande - SE,8264
2801009,Campo do Brito - SE,17997
2801108,Canhoba - SE,4011
2801207,Canindé de São Francisco - SE,29430
2801306,Capela - SE,33904
2801405,Carira - SE,21724
2801504,Carmópolis - SE,16324
2801603,Cedro de São João - SE,5880
2801702,Cristinápolis - SE,18190
2801900,Cumbe - SE,3977
2802007,Divina Pastora - SE,5059
2802106,Estância - SE,68804
2802205,Feira Nova - SE,5567
2802304,Frei Paulo - SE,15283
2802403,Gararu - SE,11606
2802502,General Maynard - SE,3307
2802601,Graccho Cardoso - SE,5811
2802700,Ilha das Flores - SE,8519
2802809,Indiaroba - SE,17761
2802908,Itabaiana - SE,94696
2803005,Itabaianinha - SE,41684
2803104,Itabi - SE,4921
2803203,Itaporanga d'Ajuda - SE,33994
2803302,Japaratuba - SE,18576
2803401,Japoatã - SE,13085
2803500,Lagarto - SE,103576
2803609,Laranjeiras - SE,29567
2803708,Macambira - SE,6877
2803807,Malhada dos Bois - SE,3665
2803906,Malhador - SE,12581
2804003,Maruim - SE,17153
2804102,Moita Bonita - SE,11322
2804201,Monte Alegre de Sergipe - SE,15120
2804300,Muribeca - SE,7610
2804409,Neópolis - SE,18735
2804458,Nossa Senhora Aparecida - SE,8783
2804508,Nossa Senhora da Glória - SE,36514
2804607,Nossa Senhora das Dores - SE,26460
2804706,Nossa Senhora de Lourdes - SE,6470
2804805,Nossa Senhora do Socorro - SE,181503
2804904,Pacatuba - SE,14347
2805000,Pedra Mole - SE,3236
2805109,Pedrinhas - SE,9538
2805208,Pinhão - SE,6523
2805307,Pirambu - SE,9199
2805406,Poço Redondo - SE,34412
2805505,Poço Verde - SE,23586
2805604,Porto da Folha - SE,28497
2805703,Propriá - SE,29559
2805802,Riachão do Dantas - SE,19800
2805901,Riachuelo - SE,10140
2806008,Ribeirópolis - SE,18528
2806107,Rosário do Catete - SE,10697
2806206,Salgado - SE,19970
2806305,Santa Luzia do Itanhy - SE,13947
2806404,Santana do São Francisco - SE,7714
2806503,Santa Rosa de Lima - SE,3904
2806602,Santo Amaro das Brotas - SE,12051
2806701,São Cristóvão - SE,89027
2806800,São Domingos - SE,11065
2806909,São Francisco - SE,3987
2807006,São Miguel do Aleixo - SE,3913
2807105,Simão Dias - SE,40486
2807204,Siriri - SE,8813
2807303,Telha - SE,3204
2807402,Tobias Barreto - SE,51843
2807501,Tomar do Geru - SE,13061
2807600,Umbaúba - SE,25033
2900108,Abaíra - BA,8767
2900207,Abaré - BA,19814
2900306,Acajutiba - BA,15129
2900355,Adustina - BA,16784
2900405,Água Fria - BA,16901
2900504,Érico Cardoso - BA,10662
2900603,Aiquara - BA,4478
2900702,Alagoinhas - BA,150832
2900801,Alcobaça - BA,22449
2900900,Almadina - BA,5566
2901007,Amargosa - BA,37031
2901106,Amélia Rodrigues - BA,25224
2901155,América Dourada - BA,16097
2901205,Anagé - BA,18194
2901304,Andaraí - BA,13153
2901353,Andorinha - BA,14690
2901403,Angical - BA,14017
2901502,Anguera - BA,11142
2901601,Antas - BA,19093
2901700,Antônio Cardoso - BA,11691
2901809,Antônio Gonçalves - BA,11715
2901908,Aporá - BA,17673
2901957,Apuarema - BA,7360
2902005,Aracatu - BA,13229
2902054,Araçás - BA,12143
2902104,Araci - BA,54099
2902203,Aramari - BA,11332
2902252,Arataca - BA,11079
2902302,Aratuípe - BA,8813
2902401,Aurelino Leal - BA,11774
2902500,Baianópolis - BA,13824
2902609,Baixa Grande - BA,20488
2902658,Banzaê - BA,13217
2902708,Barra - BA,53231
2902807,Barra da Estiva - BA,20813
2902906,Barra do Choça - BA,32018
2903003,Barra do Mendes - BA,13900
2903102,Barra do Rocha - BA,5821
2903201,Barreiras - BA,153831
2903235,Barro Alto - BA,14802
2903276,Barrocas - BA,15846
2903300,Barro Preto - BA,5743
2903409,Belmonte - BA,23214
2903508,Belo Campo - BA,17317
2903607,Biritinga - BA,15975
2903706,Boa Nova - BA,12953
2903805,Boa Vista do Tupim - BA,18622
2903904,Bom Jesus da Lapa - BA,68609
2903953,Bom Jesus da Serra - BA,9942
2904001,Boninal - BA,14288
2904050,Bonito - BA,16637
2904100,Boquira - BA,21520
2904209,Botuporã - BA,10300
2904308,Brejões - BA,14370
2904407,Brejolândia - BA,10493
2904506,Brotas de Macaúbas - BA,10341
2904605,Brumado - BA,67048
2904704,Buerarema - BA,18391
2904753,Buritirama - BA,21067
2904803,Caatiba - BA,7043
2904852,Cabaceiras do Paraguaçu - BA,18698
2904902,Cachoeira - BA,33861
2905008,Caculé - BA,23045
2905107,Caém - BA,9372
2905156,Caetanos - BA,15524
2905206,Caetité - BA,50861
2905305,Cafarnaum - BA,18356
2905404,Cairu - BA,17913
2905503,Caldeirão Grande - BA,13260
2905602,Camacan - BA,31968
2905701,Camaçari - BA,293723
2905800,Camamu - BA,35248
2905909,Campo Alegre de Lourdes - BA,28844
2906006,Campo Formoso - BA,70912
2906105,Canápolis - BA,9719
2906204,Canarana - BA,26020
2906303,Canavieiras - BA,31301
2906402,Candeal - BA,8338
2906501,Candeias - BA,86677
2906600,Candiba - BA,14268
2906709,Cândido Sales - BA,25332
2906808,Cansanção - BA,34784
2906824,Canudos - BA,16752
2906857,Capela do Alto Alegre - BA,11660
2906873,Capim Grosso - BA,30451
2906899,Caraíbas - BA,9107
2906907,Caravelas - BA,21937
2907004,Cardeal da Silva - BA,9240
2907103,Carinhanha - BA,28965
2907202,Casa Nova - BA,71366
2907301,Castro Alves - BA,26209
2907400,Catolândia - BA,3555
2907509,Catu - BA,54424
2907558,Caturama - BA,9340
2907608,Central - BA,17252
2907707,Chorrochó - BA,11154
2907806,Cícero Dantas - BA,33356
2907905,Cipó - BA,17097
2908002,Coaraci - BA,17458
2908101,Cocos - BA,18746
2908200,Conceição da Feira - BA,22392
2908309,Conceição do Almeida - BA,17332
2908408,Conceição do Coité - BA,66191
2908507,Conceição do Jacuípe - BA,32909
2908606,Conde - BA,25630
2908705,Condeúba - BA,17319
2908804,Contendas do Sincorá - BA,4086
2908903,Coração de Maria - BA,22719
2909000,Cordeiros - BA,8585
2909109,Coribe - BA,14240
2909208,Coronel João Sá - BA,15801
2909307,Correntina - BA,32081
2909406,Cotegipe - BA,13796
2909505,Cravolândia - BA,5349
2909604,Crisópolis - BA,21040
2909703,Cristópolis - BA,13872
2909802,Cruz das Almas - BA,62871
2909901,Curaçá - BA,34389
2910008,Dário Meira - BA,10906
2910057,Dias d'Ávila - BA,79685
2910107,Dom Basílio - BA,12155
2910206,Dom Macedo Costa - BA,4050
2910305,Elísio Medrado - BA,8119
2910404,Encruzilhada - BA,17593
2910503,Entre Rios - BA,41654
2910602,Esplanada - BA,36882
2910701,Euclides da Cunha - BA,59842
2910727,Eunápolis - BA,112318
2910750,Fátima - BA,17601
2910776,Feira da Mata - BA,5668
2910800,Feira de Santana - BA,609913
2910859,Filadélfia - BA,16410
2910909,Firmino Alves - BA,5604
2911006,Floresta Azul - BA,10686
2911105,Formosa do Rio Preto - BA,25311
2911204,Gandu - BA,32202
2911253,Gavião - BA,4487
2911303,Gentio do Ouro - BA,11206
2911402,Glória - BA,15208
2911501,Gongogi - BA,7276
2911600,Governador Mangabeira - BA,20679
2911659,Guajeru - BA,7239
2911709,Guanambi - BA,84014
2911808,Guaratinga - BA,20991
2911857,Heliópolis - BA,13076
2911907,Iaçu - BA,24496
2912004,Ibiassucê - BA,9427
2912103,Ibicaraí - BA,22014
2912202,Ibicoara - BA,19346
2912301,Ibicuí - BA,16162
2912400,Ibipeba - BA,18097
2912509,Ibipitanga - BA,14856
2912608,Ibiquera - BA,4043
2912707,Ibirapitanga - BA,23343
2912806,Ibirapuã - BA,8581
2912905,Ibirataia - BA,15760
2913002,Ibitiara - BA,16272
2913101,Ibititá - BA,17150
2913200,Ibotirama - BA,26846
2913309,Ichu - BA,6194
2913408,Igaporã - BA,15630
2913457,Igrapiúna - BA,13367
2913507,Iguaí - BA,26868
2913606,Ilhéus - BA,164844
2913705,Inhambupe - BA,39499
2913804,Ipecaetá - BA,14625
2913903,Ipiaú - BA,45823
2914000,Ipirá - BA,59763
2914109,Ipupiara - BA,9817
2914208,Irajuba - BA,7243
2914307,Iramaia - BA,8893
2914406,Iraquara - BA,24942
2914505,Irará - BA,28892
2914604,Irecê - BA,72386
2914653,Itabela - BA,30413
2914703,Itaberaba - BA,64325
2914802,Itabuna - BA,212740
2914901,Itacaré - BA,27891
2915007,Itaeté - BA,15999
2915106,Itagi - BA,12462
2915205,Itagibá - BA,14712
2915304,Itagimirim - BA,6914
2915353,Itaguaçu da Bahia - BA,14311
2915403,Itaju do Colônia - BA,6770
2915502,Itajuípe - BA,20587
2915601,Itamaraju - BA,64521
2915700,Itamari - BA,8069
2915809,Itambé - BA,23358
2915908,Itanagra - BA,6445
2916005,Itanhém - BA,19499
2916104,Itaparica - BA,22114
2916203,Itapé - BA,9008
2916302,Itapebi - BA,10306
2916401,Itapetinga - BA,75470
2916500,Itapicuru - BA,35256
2916609,Itapitanga - BA,10328
2916708,Itaquara - BA,8288
2916807,Itarantim - BA,19646
2916856,Itatim - BA,14432
2916906,Itiruçu - BA,12624
2917003,Itiúba - BA,36063
2917102,Itororó - BA,20375
2917201,Ituaçu - BA,18889
2917300,Ituberá - BA,28457
2917334,Iuiu - BA,10969
2917359,Jaborandi - BA,8496
2917409,Jacaraci - BA,14834
2917508,Jacobina - BA,80394
2917607,Jaguaquara - BA,54163
2917706,Jaguarari - BA,33385
2917805,Jaguaripe - BA,18588
2917904,Jandaíra - BA,10691
2918001,Jequié - BA,155800
2918100,Jeremoabo - BA,40232
2918209,Jiquiriçá - BA,14516
2918308,Jitaúna - BA,11540
2918357,João Dourado - BA,24964
2918407,Juazeiro - BA,215183
2918456,Jucuruçu - BA,9272
2918506,Jussara - BA,15307
2918555,Jussari - BA,5902
2918605,Jussiape - BA,6406
2918704,Lafaiete Coutinho - BA,3757
2918753,Lagoa Real - BA,15555
2918803,Laje - BA,23638
2918902,Lajedão - BA,3934
2919009,Lajedinho - BA,3808
2919058,Lajedo do Tabocal - BA,8546
2919108,Lamarão - BA,8430
2919157,Lapão - BA,27170
2919207,Lauro de Freitas - BA,195095
2919306,Lençóis - BA,11315
2919405,Licínio de Almeida - BA,12406
2919504,Livramento de Nossa Senhora - BA,45388
2919553,Luís Eduardo Magalhães - BA,84753
2919603,Macajuba - BA,11364
2919702,Macarani - BA,18592
2919801,Macaúbas - BA,49474
2919900,Macururé - BA,7862
2919926,Madre de Deus - BA,20737
2919959,Maetinga - BA,3577
2920007,Maiquinique - BA,10016
2920106,Mairi - BA,18753
2920205,Malhada - BA,16830
2920304,Malhada de Pedras - BA,8430
2920403,Manoel Vitorino - BA,13397
2920452,Mansidão - BA,13546
2920502,Maracás - BA,21295
2920601,Maragogipe - BA,44555
2920700,Maraú - BA,20518
2920809,Marcionílio Souza - BA,10434
2920908,Mascote - BA,13931
2921005,Mata de São João - BA,46014
2921054,Matina - BA,12116
2921104,Medeiros Neto - BA,22659
2921203,Miguel Calmon - BA,26159
2921302,Milagres - BA,11009
2921401,Mirangaba - BA,18195
2921450,Mirante - BA,8844
2921500,Monte Santo - BA,49565
2921609,Morpará - BA,8542
2921708,Morro do Chapéu - BA,35383
2921807,Mortugaba - BA,12031
2921906,Mucugê - BA,9244
2922003,Mucuri - BA,41221
2922052,Mulungu do Morro - BA,11114
2922102,Mundo Novo - BA,26575
2922201,Muniz Ferreira - BA,7399
2922250,Muquém do São Francisco - BA,11280
2922300,Muritiba - BA,29387
2922409,Mutuípe - BA,22156
2922508,Nazaré - BA,28451
2922607,Nilo Peçanha - BA,13914
2922656,Nordestina - BA,13095
2922706,Nova Canaã - BA,16451
2922730,Nova Fátima - BA,7802
2922755,Nova Ibiá - BA,6631
2922805,Nova Itarana - BA,8172
2922854,Nova Redenção - BA,9115
2922904,Nova Soure - BA,24493
2923001,Nova Viçosa - BA,42950
2923035,Novo Horizonte - BA,12241
2923050,Novo Triunfo - BA,15380
2923100,Olindina - BA,28152
2923209,Oliveira dos Brejinhos - BA,21838
2923308,Ouriçangas - BA,8557
2923357,Ourolândia - BA,17389
2923407,Palmas de Monte Alto - BA,21703
2923506,Palmeiras - BA,8961
2923605,Paramirim - BA,21518
2923704,Paratinga - BA,31853
2923803,Paripiranga - BA,28956
2923902,Pau Brasil - BA,9981
2924009,Paulo Afonso - BA,117014
2924058,Pé de Serra - BA,13601
2924108,Pedrão - BA,7298
2924207,Pedro Alexandre - BA,17486
2924306,Piatã - BA,17269
2924405,Pilão Arcado - BA,34486
2924504,Pindaí - BA,16234
2924603,Pindobaçu - BA,20204
2924652,Pintadas - BA,10482
2924678,Piraí do Norte - BA,10007
2924702,Piripá - BA,10952
2924801,Piritiba - BA,24538
2924900,Planaltino - BA,9272
2925006,Planalto - BA,26092
2925105,Poções - BA,46862
2925204,Pojuca - BA,39045
2925253,Ponto Novo - BA,15012
2925303,Porto Seguro - BA,146625
2925402,Potiraguá - BA,7549
2925501,Prado - BA,28152
2925600,Presidente Dutra - BA,15121
2925709,Presidente Jânio Quadros - BA,12505
2925758,Presidente Tancredo Neves - BA,27422
2925808,Queimadas - BA,25445
2925907,Quijingue - BA,27533
2925931,Quixabeira - BA,8990
2925956,Rafael Jambeiro - BA,22610
2926004,Remanso - BA,41200
2926103,Retirolândia - BA,14295
2926202,Riachão das Neves - BA,22343
2926301,Riachão do Jacuípe - BA,33403
2926400,Riacho de Santana - BA,35240
2926509,Ribeira do Amparo - BA,14843
2926608,Ribeira do Pombal - BA,52956
2926657,Ribeirão do Largo - BA,6304
2926707,Rio de Contas - BA,13048
2926806,Rio do Antônio - BA,15289
2926905,Rio do Pires - BA,11645
2927002,Rio Real - BA,40475
2927101,Rodelas - BA,9213
2927200,Ruy Barbosa - BA,30767
2927309,Salinas da Margarida - BA,15463
2927408,Salvador - BA,2857329
2927507,Santa Bárbara - BA,20694
2927606,Santa Brígida - BA,14088
2927705,Santa Cruz Cabrália - BA,27626
2927804,Santa Cruz da Vitória - BA,6354
2927903,Santa Inês - BA,10656
2928000,Santaluz - BA,37158
2928059,Santa Luzia - BA,12751
2928109,Santa Maria da Vitória - BA,39920
2928208,Santana - BA,26517
2928307,Santanópolis - BA,8920
2928406,Santa Rita de Cássia - BA,28192
2928505,Santa Terezinha - BA,10345
2928604,Santo Amaro - BA,59512
2928703,Santo Antônio de Jesus - BA,100605
2928802,Santo Estêvão - BA,52413
2928901,São Desidério - BA,33193
2928950,São Domingos - BA,9042
2929008,São Félix - BA,14717
2929057,São Félix do Coribe - BA,15310
2929107,São Felipe - BA,21069
2929206,São Francisco do Conde - BA,39338
2929255,São Gabriel - BA,18798
2929305,São Gonçalo dos Campos - BA,37139
2929354,São José da Vitória - BA,5710
2929370,São José do Jacuípe - BA,10417
2929404,São Miguel das Matas - BA,11645
2929503,São Sebastião do Passé - BA,44164
2929602,Sapeaçu - BA,17387
2929701,Sátiro Dias - BA,19644
2929750,Saubara - BA,11978
2929800,Saúde - BA,12883
2929909,Seabra - BA,43941
2930006,Sebastião Laranjeiras - BA,11351
2930105,Senhor do Bonfim - BA,78588
2930154,Serra do Ramalho - BA,31532
2930204,Sento Sé - BA,40703
2930303,Serra Dourada - BA,17452
2930402,Serra Preta - BA,15064
2930501,Serrinha - BA,80411
2930600,Serrolândia - BA,13347
2930709,Simões Filho - BA,132906
2930758,Sítio do Mato - BA,12965
2930766,Sítio do Quinto - BA,10316
2930774,Sobradinho - BA,22806
2930808,Souto Soares - BA,16905
2930907,Tabocas do Brejo Velho - BA,12517
2931004,Tanhaçu - BA,20416
2931053,Tanque Novo - BA,17285
2931103,Tanquinho - BA,7909
2931202,Taperoá - BA,20889
2931301,Tapiramutá - BA,17046
2931350,Teixeira de Freitas - BA,158445
2931400,Teodoro Sampaio - BA,7493
2931509,Teofilândia - BA,22479
2931608,Teolândia - BA,14860
2931707,Terra Nova - BA,12965
2931806,Tremedal - BA,16608
2931905,Tucano - BA,50568
2932002,Uauá - BA,24486
2932101,Ubaíra - BA,19914
2932200,Ubaitaba - BA,19275
2932309,Ubatã - BA,26795
2932408,Uibaí - BA,13884
2932457,Umburanas - BA,19034
2932507,Una - BA,19484
2932606,Urandi - BA,16651
2932705,Uruçuca - BA,20630
2932804,Utinga - BA,19098
2932903,Valença - BA,95858
2933000,Valente - BA,28130
2933059,Várzea da Roça - BA,14087
2933109,Várzea do Poço - BA,9130
2933158,Várzea Nova - BA,12772
2933174,Varzedo - BA,8895
2933208,Vera Cruz - BA,42706
2933257,Vereda - BA,6258
2933307,Vitória da Conquista - BA,338885
2933406,Wagner - BA,9347
2933455,Wanderley - BA,12299
2933505,Wenceslau Guimarães - BA,21228
2933604,Xique-Xique - BA,46440
3100104,Abadia dos Dourados - MG,6972
3100203,Abaeté - MG,23223
3100302,Abre Campo - MG,13465
3100401,Acaiaca - MG,3994
3100500,Açucena - MG,9575
3100609,Água Boa - MG,13600
3100708,Água Comprida - MG,2005
3100807,Aguanil - MG,4448
3100906,Águas Formosas - MG,19166
3101003,Águas Vermelhas - MG,13477
3101102,Aimorés - MG,25193
3101201,Aiuruoca - MG,6032
3101300,Alagoa - MG,2683
3101409,Albertina - MG,3003
3101508,Além Paraíba - MG,35321
3101607,Alfenas - MG,79481
3101631,Alfredo Vasconcelos - MG,6831
3101706,Almenara - MG,41642
3101805,Alpercata - MG,7411
3101904,Alpinópolis - MG,19745
3102001,Alterosa - MG,14414
3102050,Alto Caparaó - MG,5799
3102100,Alto Rio Doce - MG,11146
3102209,Alvarenga - MG,3973
3102308,Alvinópolis - MG,15239
3102407,Alvorada de Minas - MG,3606
3102506,Amparo do Serra - MG,4751
3102605,Andradas - MG,40747
3102704,Cachoeira de Pajeú - MG,9382
3102803,Andrelândia - MG,12242
3102852,Angelândia - MG,8481
3102902,Antônio Carlos - MG,11432
3103009,Antônio Dias - MG,9363
3103108,Antônio Prado de Minas - MG,1609
3103207,Araçaí - MG,2341
3103306,Aracitaba - MG,2066
3103405,Araçuaí - MG,36705
3103504,Araguari - MG,116691
3103603,Arantina - MG,2804
3103702,Araponga - MG,8425
3103751,Araporã - MG,6804
3103801,Arapuá - MG,2833
3103900,Araújos - MG,9142
3104007,Araxá - MG,105083
3104106,Arceburgo - MG,10657
3104205,Arcos - MG,39793
3104304,Areado - MG,14955
3104403,Argirita - MG,2751
3104452,Aricanduva - MG,5191
3104502,Arinos - MG,17888
3104601,Astolfo Dutra - MG,14085
3104700,Ataléia - MG,13064
3104809,Augusto de Lima - MG,4888
3104908,Baependi - MG,19094
3105004,Baldim - MG,7851
3105103,Bambuí - MG,23757
3105202,Bandeira - MG,4825
3105301,Bandeira do Sul - MG,5713
3105400,Barão de Cocais - MG,32319
3105509,Barão do Monte Alto - MG,5443
3105608,Barbacena - MG,136392
3105707,Barra Longa - MG,5250
3105905,Barroso - MG,20720
3106002,Bela Vista de Minas - MG,10248
3106101,Belmiro Braga - MG,3433
3106200,Belo Horizonte - MG,2501576
3106309,Belo Oriente - MG,26396
3106408,Belo Vale - MG,7710
3106507,Berilo - MG,11995
3106606,Bertópolis - MG,4602
3106655,Berizal - MG,4705
3106705,Betim - MG,432575
3106804,Bias Fortes - MG,3430
3106903,Bicas - MG,14431
3107000,Biquinhas - MG,2532
3107109,Boa Esperança - MG,40031
3107208,Bocaina de Minas - MG,5091
3107307,Bocaiúva - MG,49942
3107406,Bom Despacho - MG,50166
3107505,Bom Jardim de Minas - MG,6489
3107604,Bom Jesus da Penha - MG,4190
3107703,Bom Jesus do Amparo - MG,6031
3107802,Bom Jesus do Galho - MG,15010
3107901,Bom Repouso - MG,10558
3108008,Bom Sucesso - MG,17598
3108107,Bonfim - MG,6876
3108206,Bonfinópolis de Minas - MG,5544
3108255,Bonito de Minas - MG,11088
3108305,Borda da Mata - MG,19202
3108404,Botelhos - MG,14995
3108503,Botumirim - MG,6350
3108552,Brasilândia de Minas - MG,16321
3108602,Brasília de Minas - MG,32288
3108701,Brás Pires - MG,4374
3108800,Braúnas - MG,4835
3108909,Brazópolis - MG,14508
3109006,Brumadinho - MG,39520
3109105,Bueno Brandão - MG,11010
3109204,Buenópolis - MG,10377
3109253,Bugre - MG,4074
3109303,Buritis - MG,24663
3109402,Buritizeiro - MG,27988
3109451,Cabeceira Grande - MG,6909
3109501,Cabo Verde - MG,14075
3109600,Cachoeira da Prata - MG,3616
3109709,Cachoeira de Minas - MG,11514
3109808,Cachoeira Dourada - MG,2677
3109907,Caetanópolis - MG,11495
3110004,Caeté - MG,44377
3110103,Caiana - MG,5450
3110202,Cajuri - MG,4002
3110301,Caldas - MG,14417
